TotalProfitUSD,Probability
11220.0,1.817897112862999e-08
11240.0,1.7351809020681766e-08
11260.0,1.6690098775564272e-08
11280.0,1.63703428607694e-08
11300.0,1.5832859102501613e-08
11320.0,1.5237295653588e-08
11340.0,1.482228217358742e-08
11360.0,1.4367353131316438e-08
11380.0,1.3809418943226441e-08
11400.0,1.3528971259867944e-08
11420.0,1.3074617537289532e-08
11440.0,1.252216547977166e-08
11460.0,1.21646584267741e-08
11480.0,1.18332552969321e-08
11500.0,1.1409960178445829e-08
11520.0,1.1036017305551486e-08
11540.0,1.0642042497295512e-08
11560.0,1.0198113839105762e-08
11580.0,9.973677455753476e-09
